environment_id,environment_sha256,initial_scene_path,initial_scene_sha256,legacy_cell_id,legacy_layout_id,numbering_basis,paired_environment_id,source_family,source_number,tool_mechanism
086,e04a4742e75f414ff12ac47c37c90b10d994751875f30df07adb946583610bcb,initial_scene.png,bb6867b0258752af1802ca9bdcead4b44c9f653ec5f9347258caf86cb088a682,FallingAlt_3_upward,FallingAlt_3,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",085,FallingAlt,3,upward
087,183fc79d6c63ac88a266ffd1f0d6d706c44f2a53525a5e41763913c65c85d31c,initial_scene.png,98ac8fc5efa5ede68330a544de6dfd8cead5290308d250eaf7d74ede0469c77d,FallingAlt_4_downward,FallingAlt_4,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",088,FallingAlt,4,downward
088,183fc79d6c63ac88a266ffd1f0d6d706c44f2a53525a5e41763913c65c85d31c,initial_scene.png,98ac8fc5efa5ede68330a544de6dfd8cead5290308d250eaf7d74ede0469c77d,FallingAlt_4_upward,FallingAlt_4,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",087,FallingAlt,4,upward
089,812de125c68d137276b8600382ea9f06af3214c4ae226774d50efdcf3723850b,initial_scene.png,ae4148772480ec964ad9114ee55558c8a0b79c89199a188fb5a31be90e8a125c,FallingAlt_5_downward,FallingAlt_5,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",090,FallingAlt,5,downward
090,812de125c68d137276b8600382ea9f06af3214c4ae226774d50efdcf3723850b,initial_scene.png,ae4148772480ec964ad9114ee55558c8a0b79c89199a188fb5a31be90e8a125c,FallingAlt_5_upward,FallingAlt_5,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",089,FallingAlt,5,upward
091,159c366f7b4de6b2aad2c042c1b924a2f580e96f814a53050c3b47a7de76103b,initial_scene.png,b3fa5194c4fbfc874e6a282da5716cb75cd88b1a483b2912abd5efeb806096fe,FallingAlt_6_downward,FallingAlt_6,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",092,FallingAlt,6,downward
092,159c366f7b4de6b2aad2c042c1b924a2f580e96f814a53050c3b47a7de76103b,initial_scene.png,b3fa5194c4fbfc874e6a282da5716cb75cd88b1a483b2912abd5efeb806096fe,FallingAlt_6_upward,FallingAlt_6,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",091,FallingAlt,6,upward
093,a82ea12e26a834349213878665973c74ea13ca29a901ad566508d04835b51cb6,initial_scene.png,241574fbc1bb93c3ae0f0ef1d4f0e63cc0a50235cf04fca2ec596180531b909c,FallingAlt_7_downward,FallingAlt_7,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",094,FallingAlt,7,downward
094,a82ea12e26a834349213878665973c74ea13ca29a901ad566508d04835b51cb6,initial_scene.png,241574fbc1bb93c3ae0f0ef1d4f0e63cc0a50235cf04fca2ec596180531b909c,FallingAlt_7_upward,FallingAlt_7,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",093,FallingAlt,7,upward
095,008a84f295cb0a62f55fa7eeeddf522d1b8e3db81c14e17f38bdab59d0014106,initial_scene.png,4c9b4865184937f780cb60b31185d05d0ee4efdc27cf9eac7cd4b6947081ea30,FallingAlt_8_downward,FallingAlt_8,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",096,FallingAlt,8,downward
096,008a84f295cb0a62f55fa7eeeddf522d1b8e3db81c14e17f38bdab59d0014106,initial_scene.png,4c9b4865184937f780cb60b31185d05d0ee4efdc27cf9eac7cd4b6947081ea30,FallingAlt_8_upward,FallingAlt_8,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",095,FallingAlt,8,upward
097,215a464a5a80f0d49ed79a2cc7f0a236cfb21b519996c780a40c4092361fd615,initial_scene.png,882c23b8622378e39735358b3a80b6bfcf8bbfc7b2432d0d273302c803572baa,FallingAlt_9_downward,FallingAlt_9,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",098,FallingAlt,9,downward
098,215a464a5a80f0d49ed79a2cc7f0a236cfb21b519996c780a40c4092361fd615,initial_scene.png,882c23b8622378e39735358b3a80b6bfcf8bbfc7b2432d0d273302c803572baa,FallingAlt_9_upward,FallingAlt_9,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",097,FallingAlt,9,upward
099,3e2f20a26dff797ffce88c3d6940f37fef41f2399dd0e6f006d46aaee33ac88c,initial_scene.png,ef74102447c582aa92c5509fabaa8af34f41014afcd413eeb71d6aa79460c3f3,FallingAlt_10_downward,FallingAlt_10,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",100,FallingAlt,10,downward
100,3e2f20a26dff797ffce88c3d6940f37fef41f2399dd0e6f006d46aaee33ac88c,initial_scene.png,ef74102447c582aa92c5509fabaa8af34f41014afcd413eeb71d6aa79460c3f3,FallingAlt_10_upward,FallingAlt_10,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",099,FallingAlt,10,upward
101,6e823d62fee7f1da555cf2bf04c4043a745b31830c9784b23727a55777536782,initial_scene.png,853196f8035e7dce3e082aa5a63b4ce5bf34d85b0b0e449e43a70f5e967ddf57,Prevention_1_downward,Prevention_1,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",102,Prevention,1,downward
102,6e823d62fee7f1da555cf2bf04c4043a745b31830c9784b23727a55777536782,initial_scene.png,853196f8035e7dce3e082aa5a63b4ce5bf34d85b0b0e449e43a70f5e967ddf57,Prevention_1_upward,Prevention_1,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",101,Prevention,1,upward
103,649683f7c4cb9632e8b8d65618db94bccfb4096f93ecf15400c9689d37f24140,initial_scene.png,8288f4c38f15cceda868a52c6506c68bb26030bdc8f71649fb1c044a65177686,Prevention_2_downward,Prevention_2,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",104,Prevention,2,downward
104,649683f7c4cb9632e8b8d65618db94bccfb4096f93ecf15400c9689d37f24140,initial_scene.png,8288f4c38f15cceda868a52c6506c68bb26030bdc8f71649fb1c044a65177686,Prevention_2_upward,Prevention_2,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",103,Prevention,2,upward
105,2af490757151dce02db175aca910d961b8e2811d8c932a09eef88dd499101181,initial_scene.png,f4e0b9c09f7273b9d55a156b45f8bee07cb9609a3733a7ac7b6f06d58eb89ad0,Prevention_3_downward,Prevention_3,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",106,Prevention,3,downward
106,2af490757151dce02db175aca910d961b8e2811d8c932a09eef88dd499101181,initial_scene.png,f4e0b9c09f7273b9d55a156b45f8bee07cb9609a3733a7ac7b6f06d58eb89ad0,Prevention_3_upward,Prevention_3,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",105,Prevention,3,upward
107,942ad7f1cffc02c30c9d4b6a82881fdeb795ce64ddce5c2fdec7727e84a20631,initial_scene.png,64e4fad9a9ec2662257102a4fca6c3a74c5e986d2afcd91b3f16368f51f2d4eb,Prevention_4_downward,Prevention_4,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",108,Prevention,4,downward
108,942ad7f1cffc02c30c9d4b6a82881fdeb795ce64ddce5c2fdec7727e84a20631,initial_scene.png,64e4fad9a9ec2662257102a4fca6c3a74c5e986d2afcd91b3f16368f51f2d4eb,Prevention_4_upward,Prevention_4,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",107,Prevention,4,upward
109,094aa22ca7c706975966bd9026b0c35acc97b484ef5069dd2849d3abfdde5192,initial_scene.png,973b735f2020c05c9ecb727f10b606e90e34454962d334a1bd2a666fc398e983,Prevention_5_downward,Prevention_5,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",110,Prevention,5,downward
110,094aa22ca7c706975966bd9026b0c35acc97b484ef5069dd2849d3abfdde5192,initial_scene.png,973b735f2020c05c9ecb727f10b606e90e34454962d334a1bd2a666fc398e983,Prevention_5_upward,Prevention_5,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",109,Prevention,5,upward
111,6c27ab69bb6d53d2a777058f9a44374f9efc14247ad58387dd5743e0f64a0c24,initial_scene.png,f50f83367bf7990aa31aeee93653c8d580efa7dc358f6951e1c277d826dff53b,Prevention_7_downward,Prevention_7,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",112,Prevention,7,downward
112,6c27ab69bb6d53d2a777058f9a44374f9efc14247ad58387dd5743e0f64a0c24,initial_scene.png,f50f83367bf7990aa31aeee93653c8d580efa7dc358f6951e1c277d826dff53b,Prevention_7_upward,Prevention_7,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",111,Prevention,7,upward
113,4dfe15ae7bcde33c87625a6873e741ec1804ba77c20f097f3d164f22ea2b4c26,initial_scene.png,e3db797c36f1b14bba774d891db9ba64da218d852c2de85a5367578bcf890f77,Prevention_8_downward,Prevention_8,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",114,Prevention,8,downward
114,4dfe15ae7bcde33c87625a6873e741ec1804ba77c20f097f3d164f22ea2b4c26,initial_scene.png,e3db797c36f1b14bba774d891db9ba64da218d852c2de85a5367578bcf890f77,Prevention_8_upward,Prevention_8,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",113,Prevention,8,upward
115,706ccee3e0fd9b8d5f353d5e41ffead7cf4fab3212d40d21dbb23e3bb0e9b934,initial_scene.png,2bd67680a6d87c85a3e6269bc965e9154e6be943d81bfdcb50f651ecf4681230,Prevention_10_downward,Prevention_10,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",116,Prevention,10,downward
116,706ccee3e0fd9b8d5f353d5e41ffead7cf4fab3212d40d21dbb23e3bb0e9b934,initial_scene.png,2bd67680a6d87c85a3e6269bc965e9154e6be943d81bfdcb50f651ecf4681230,Prevention_10_upward,Prevention_10,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",115,Prevention,10,upward
117,ef3aa0fe3dae72a0b0bf8876750dc93fab27314b5af7338527d9d4e272a8e6ee,initial_scene.png,bc3c2922589fd0ce3c44cb9c050e0b8bbc1ee2336291a52852048737ccaed65e,Remove_1_downward,Remove_1,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",118,Remove,1,downward
118,ef3aa0fe3dae72a0b0bf8876750dc93fab27314b5af7338527d9d4e272a8e6ee,initial_scene.png,bc3c2922589fd0ce3c44cb9c050e0b8bbc1ee2336291a52852048737ccaed65e,Remove_1_upward,Remove_1,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",117,Remove,1,upward
119,ada262c9912a50fc48d1ebc359a196433defc984877bf23a96546caadc7ac4fb,initial_scene.png,743e08f0bbdd591f338e36967dcb5432926b973c75da5feac971545753ab8a44,Remove_2_downward,Remove_2,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",120,Remove,2,downward
120,ada262c9912a50fc48d1ebc359a196433defc984877bf23a96546caadc7ac4fb,initial_scene.png,743e08f0bbdd591f338e36967dcb5432926b973c75da5feac971545753ab8a44,Remove_2_upward,Remove_2,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",119,Remove,2,upward
121,b9153584a7706615350bd3a0da4191386ce9c974658e05bf995e80c6a7c7d916,initial_scene.png,863753e6c40599459c2568f87dcc8f2f6dcd59b413b2f1732c07635cbb72806e,Remove_5_downward,Remove_5,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",122,Remove,5,downward
122,b9153584a7706615350bd3a0da4191386ce9c974658e05bf995e80c6a7c7d916,initial_scene.png,863753e6c40599459c2568f87dcc8f2f6dcd59b413b2f1732c07635cbb72806e,Remove_5_upward,Remove_5,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",121,Remove,5,upward
123,14264ce03094c6e078966f01bc066f4704f9fa043351399e5509225500ec9e92,initial_scene.png,2aae85283b441abe0a53ff1b4c76ff26d7b9b3dc91a168ffc146e0229770c4bd,Remove_6_downward,Remove_6,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",124,Remove,6,downward
124,14264ce03094c6e078966f01bc066f4704f9fa043351399e5509225500ec9e92,initial_scene.png,2aae85283b441abe0a53ff1b4c76ff26d7b9b3dc91a168ffc146e0229770c4bd,Remove_6_upward,Remove_6,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",123,Remove,6,upward
125,2b5e327929c6a40a4b9565f353865c0dd837ae428ef9a4809a420815f3780e6a,initial_scene.png,e2510b251981c2e982b6c4bd08b0fa553d2cba98b5984798e37f1f3c62b9e31d,Remove_7_downward,Remove_7,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",126,Remove,7,downward
126,2b5e327929c6a40a4b9565f353865c0dd837ae428ef9a4809a420815f3780e6a,initial_scene.png,e2510b251981c2e982b6c4bd08b0fa553d2cba98b5984798e37f1f3c62b9e31d,Remove_7_upward,Remove_7,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",125,Remove,7,upward
127,3ff06277d8131be34c447567c9a070c6dd6fc10eea81e1019622b2f9cb534974,initial_scene.png,e5fb6ed247f28237e6a295e94e5b90c34be0796eac6a98905199015a634bb898,Remove_8_downward,Remove_8,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",128,Remove,8,downward
128,3ff06277d8131be34c447567c9a070c6dd6fc10eea81e1019622b2f9cb534974,initial_scene.png,e5fb6ed247f28237e6a295e94e5b90c34be0796eac6a98905199015a634bb898,Remove_8_upward,Remove_8,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",127,Remove,8,upward
129,b2b6a0bd6987d8bd79b41efb2d41a4e8707246914fd097d4a87e3b28f0c91e85,initial_scene.png,199b8930084da2e9da94da3034542b1775ad1a9d0239f113ecd047e1fb646e0f,Remove_9_downward,Remove_9,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",130,Remove,9,downward
130,b2b6a0bd6987d8bd79b41efb2d41a4e8707246914fd097d4a87e3b28f0c91e85,initial_scene.png,199b8930084da2e9da94da3034542b1775ad1a9d0239f113ecd047e1fb646e0f,Remove_9_upward,Remove_9,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",129,Remove,9,upward
131,88ad1c20110483566a55cf6f6d69ed369f274855fb40f259022b10af28b91845,initial_scene.png,e3af0d9dcaf69428b4e3c966fbe77a0fa0674f601064205f95f6d4541baf8e9a,Remove_10_downward,Remove_10,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",132,Remove,10,downward
132,88ad1c20110483566a55cf6f6d69ed369f274855fb40f259022b10af28b91845,initial_scene.png,e3af0d9dcaf69428b4e3c966fbe77a0fa0674f601064205f95f6d4541baf8e9a,Remove_10_upward,Remove_10,"Canonical rows 1561-1692 of full_augmented_manifest_1692.json, in stored order.",131,Remove,10,upward
