call_id,layout_id,model_key,model_id,target_id,target_label,valid_prediction,true_x,true_y,pred_x,pred_y,absolute_x_error_px,absolute_y_error_px,euclidean_error_px,y_flipped_euclidean_error_px,within_60px,within_100px,within_150px,x_half_scored,x_half_correct,y_half_scored,y_half_correct,combined_halves_scored,combined_halves_correct
Remove_10:gemini:image_coordinates_v2,Remove_10,gemini,google/gemini-3.1-pro-preview,red_ball_center,red target ball,1,267.0,582.0,268.0,583.0,1.0,1.0,1.4142135623730951,565.0008849550592,1,1,1,0,0,1,1,0,0
Remove_7:gemini:image_coordinates_v2,Remove_7,gemini,google/gemini-3.1-pro-preview,green_container_center,green goal container,1,375.0,166.0,375.0,167.0,0.0,1.0,1.0,267.0,1,1,1,1,1,1,1,1,1
Remove_7:gemini:image_coordinates_v2,Remove_7,gemini,google/gemini-3.1-pro-preview,red_ball_center,red target ball,1,30.0,480.0,30.0,480.0,0.0,0.0,0.0,360.0,1,1,1,1,1,1,1,1,1
Remove_1:gemini:image_coordinates_v2,Remove_1,gemini,google/gemini-3.1-pro-preview,green_container_center,green goal container,1,497.5,52.5,500.0,50.0,2.5,2.5,3.5355339059327378,497.50628136738135,1,1,1,1,1,1,1,1,1
Remove_1:gemini:image_coordinates_v2,Remove_1,gemini,google/gemini-3.1-pro-preview,red_ball_center,red target ball,1,30.0,480.0,30.0,480.0,0.0,0.0,0.0,360.0,1,1,1,1,1,1,1,1,1
Remove_2:gemini:image_coordinates_v2,Remove_2,gemini,google/gemini-3.1-pro-preview,green_container_center,green goal container,1,497.5,52.5,495.0,50.0,2.5,2.5,3.5355339059327378,497.50628136738135,1,1,1,1,1,1,1,1,1
Remove_2:gemini:image_coordinates_v2,Remove_2,gemini,google/gemini-3.1-pro-preview,red_ball_center,red target ball,1,30.0,480.0,30.0,480.0,0.0,0.0,0.0,360.0,1,1,1,1,1,1,1,1,1
Remove_6:gemini:image_coordinates_v2,Remove_6,gemini,google/gemini-3.1-pro-preview,green_container_center,green goal container,1,380.0,270.0,380.0,260.0,0.0,10.0,10.0,70.0,1,1,1,1,1,0,0,0,0
Remove_6:gemini:image_coordinates_v2,Remove_6,gemini,google/gemini-3.1-pro-preview,red_ball_center,red target ball,1,30.0,480.0,30.0,480.0,0.0,0.0,0.0,360.0,1,1,1,1,1,1,1,1,1
Remove_8:gemini:image_coordinates_v2,Remove_8,gemini,google/gemini-3.1-pro-preview,green_container_center,green goal container,1,270.0,52.0,270.0,50.0,0.0,2.0,2.0,498.0,1,1,1,0,0,1,1,0,0
Remove_8:gemini:image_coordinates_v2,Remove_8,gemini,google/gemini-3.1-pro-preview,red_ball_center,red target ball,1,324.0,575.0,325.0,575.0,1.0,0.0,1.0,550.0009090901577,1,1,1,0,0,1,1,0,0
Remove_9:gemini:image_coordinates_v2,Remove_9,gemini,google/gemini-3.1-pro-preview,green_container_center,green goal container,1,270.0,52.0,270.0,50.0,0.0,2.0,2.0,498.0,1,1,1,0,0,1,1,0,0
Remove_9:gemini:image_coordinates_v2,Remove_9,gemini,google/gemini-3.1-pro-preview,red_ball_center,red target ball,1,500.0,578.0,500.0,568.0,0.0,10.0,10.0,546.0,1,1,1,1,1,1,1,1,1
Remove_5:gemini:image_coordinates_v2,Remove_5,gemini,google/gemini-3.1-pro-preview,green_container_center,green goal container,1,285.0,52.0,285.0,50.0,0.0,2.0,2.0,498.0,1,1,1,0,0,1,1,0,0
Remove_5:gemini:image_coordinates_v2,Remove_5,gemini,google/gemini-3.1-pro-preview,red_ball_center,red target ball,1,30.0,480.0,30.0,480.0,0.0,0.0,0.0,360.0,1,1,1,1,1,1,1,1,1
BackUp_4:gpt:image_coordinates_v2,BackUp_4,gpt,openai/gpt-5,green_container_center,green goal container,1,466.5,28.0,470.0,45.0,3.5,17.0,17.356554957709783,527.0116222627353,1,1,1,1,1,1,1,1,1
BackUp_4:gpt:image_coordinates_v2,BackUp_4,gpt,openai/gpt-5,red_ball_center,red target ball,1,270.0,200.0,285.0,285.0,15.0,85.0,86.31338250816034,115.97413504743201,0,1,1,0,0,1,1,0,0
BackUp_5:gpt:image_coordinates_v2,BackUp_5,gpt,openai/gpt-5,green_container_center,green goal container,1,446.00000000000017,53.00000000000023,450.0,70.0,3.9999999999998295,16.999999999999773,17.46424919657272,477.016771193634,1,1,1,1,1,1,1,1,1
BackUp_5:gpt:image_coordinates_v2,BackUp_5,gpt,openai/gpt-5,red_ball_center,red target ball,1,220.0,544.0,205.0,552.0,15.0,8.0,17.0,496.22676268012793,1,1,1,1,1,1,1,1,1
BackUp_10:qwen:image_coordinates_v2,BackUp_10,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,386.0,30.0,450.0,25.0,64.0,5.0,64.19501538281614,548.744931639464,0,1,1,1,1,1,1,1,1
BackUp_10:qwen:image_coordinates_v2,BackUp_10,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,36.0,523.0,35.0,560.0,1.0,37.0,37.013511046643494,483.001035195578,1,1,1,1,1,1,1,1,1
BackUp_10:gpt:image_coordinates_v2,BackUp_10,gpt,openai/gpt-5,green_container_center,green goal container,1,386.0,30.0,420.0,45.0,34.0,15.0,37.16180835212409,526.0998004181336,1,1,1,1,1,1,1,1,1
BackUp_10:gpt:image_coordinates_v2,BackUp_10,gpt,openai/gpt-5,red_ball_center,red target ball,1,36.0,523.0,55.0,555.0,19.0,32.0,37.21558813185679,478.37746602447737,1,1,1,1,1,1,1,1,1
BackUp_8:gpt:image_coordinates_v2,BackUp_8,gpt,openai/gpt-5,green_container_center,green goal container,1,305.0,28.0,300.0,50.0,5.0,22.0,22.561028345356956,522.0239458109178,1,1,1,0,0,1,1,0,0
BackUp_8:gpt:image_coordinates_v2,BackUp_8,gpt,openai/gpt-5,red_ball_center,red target ball,1,300.0,446.0,295.0,405.0,5.0,41.0,41.30375285612676,251.04979585731593,1,1,1,0,0,1,1,0,0
BackUp_2:gpt:image_coordinates_v2,BackUp_2,gpt,openai/gpt-5,green_container_center,green goal container,1,546.0000000000002,42.7500000000033,548.0,70.0,1.9999999999997726,27.249999999996703,27.323295921243094,487.2541046517687,1,1,1,1,1,1,1,1,1
BackUp_2:gpt:image_coordinates_v2,BackUp_2,gpt,openai/gpt-5,red_ball_center,red target ball,1,240.0,415.0,248.0,430.0,8.0,15.0,17.0,245.13057744802055,1,1,1,0,0,1,1,0,0
BackUp_7:gpt:image_coordinates_v2,BackUp_7,gpt,openai/gpt-5,green_container_center,green goal container,1,79.48666666666668,26.0,80.0,40.0,0.5133333333333212,14.0,14.009407950056673,534.0002467331931,1,1,1,1,1,1,1,1,1
BackUp_7:gpt:image_coordinates_v2,BackUp_7,gpt,openai/gpt-5,red_ball_center,red target ball,1,268.0,414.0,292.0,360.0,24.0,54.0,59.09314681077663,175.64737401965337,1,1,1,0,0,1,1,0,0
BackUp_2:qwen:image_coordinates_v2,BackUp_2,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,546.0000000000002,42.7500000000033,559.0,42.0,12.999999999999773,0.7500000000032969,13.02161664310538,515.4139719681614,1,1,1,1,1,1,1,1,1
BackUp_2:qwen:image_coordinates_v2,BackUp_2,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,240.0,415.0,251.0,419.0,11.0,4.0,11.704699910719626,234.2584043316269,1,1,1,0,0,1,1,0,0
BackUp_6:gpt:image_coordinates_v2,BackUp_6,gpt,openai/gpt-5,green_container_center,green goal container,1,83.99999999999999,300.0,85.0,210.0,1.0000000000000142,90.0,90.00555538409837,90.00555538409837,0,1,1,1,1,0,0,0,0
BackUp_6:gpt:image_coordinates_v2,BackUp_6,gpt,openai/gpt-5,red_ball_center,red target ball,1,220.0,555.0,265.0,545.0,45.0,10.0,46.09772228646444,502.02091589892945,1,1,1,1,1,1,1,1,1
BackUp_7:qwen:image_coordinates_v2,BackUp_7,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,79.48666666666668,26.0,75.0,30.0,4.486666666666679,4.0,6.010838358979377,544.0185016870086,1,1,1,1,1,1,1,1,1
BackUp_7:qwen:image_coordinates_v2,BackUp_7,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,268.0,414.0,280.0,430.0,12.0,16.0,20.0,244.29490375363952,1,1,1,0,0,1,1,0,0
BackUp_9:gpt:image_coordinates_v2,BackUp_9,gpt,openai/gpt-5,green_container_center,green goal container,1,460.00000000000034,28.0,470.0,40.0,9.999999999999659,12.0,15.620499351813091,532.0939766620179,1,1,1,1,1,1,1,1,1
BackUp_9:gpt:image_coordinates_v2,BackUp_9,gpt,openai/gpt-5,red_ball_center,red target ball,1,18.0,505.0,28.0,575.0,10.0,70.0,70.71067811865476,480.10415536631217,0,1,1,1,1,1,1,1,1
BackUp_3:gpt:image_coordinates_v2,BackUp_3,gpt,openai/gpt-5,green_container_center,green goal container,1,301.5,27.5,300.0,40.0,1.5,12.5,12.589678312014172,532.5021126718653,1,1,1,0,0,1,1,0,0
BackUp_3:gpt:image_coordinates_v2,BackUp_3,gpt,openai/gpt-5,red_ball_center,red target ball,1,270.0,520.0,300.0,545.0,30.0,25.0,39.05124837953327,465.966737010272,1,1,1,0,0,1,1,0,0
BackUp_5:qwen:image_coordinates_v2,BackUp_5,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,446.00000000000017,53.00000000000023,450.0,50.0,3.9999999999998295,3.0000000000002274,5.0,497.0160963188212,1,1,1,1,1,1,1,1,1
BackUp_5:qwen:image_coordinates_v2,BackUp_5,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,220.0,544.0,225.0,550.0,5.0,6.0,7.810249675906654,494.0253029957069,1,1,1,1,1,1,1,1,1
BalanceUnder_10:gpt:image_coordinates_v2,BalanceUnder_10,gpt,openai/gpt-5,green_container_center,green goal container,1,547.5,40.0,548.0,55.0,0.5,15.0,15.008331019803634,505.0002475246918,1,1,1,1,1,1,1,1,1
BalanceUnder_10:gpt:image_coordinates_v2,BalanceUnder_10,gpt,openai/gpt-5,red_ball_center,red target ball,1,308.0,240.0,318.0,308.0,10.0,68.0,68.73136110975832,52.952809179494906,0,1,1,0,0,0,0,0,0
BalanceUnder_3:gpt:image_coordinates_v2,BalanceUnder_3,gpt,openai/gpt-5,green_container_center,green goal container,1,547.5,40.0,550.0,50.0,2.5,10.0,10.307764064044152,510.0061274141714,1,1,1,1,1,1,1,1,1
BalanceUnder_3:gpt:image_coordinates_v2,BalanceUnder_3,gpt,openai/gpt-5,red_ball_center,red target ball,1,66.0,143.0,70.0,95.0,4.0,48.0,48.16637831516918,362.0220987729893,1,1,1,1,1,1,1,1,1
BalanceUnder_2:qwen:image_coordinates_v2,BalanceUnder_2,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,547.5,40.0,560.0,560.0,12.5,520.0,520.1502186868713,12.5,0,0,0,1,1,1,0,1,0
BalanceUnder_2:qwen:image_coordinates_v2,BalanceUnder_2,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,60.0,140.0,60.0,120.0,0.0,20.0,20.0,340.0,1,1,1,1,1,1,1,1,1
BalanceUnder_2:gpt:image_coordinates_v2,BalanceUnder_2,gpt,openai/gpt-5,green_container_center,green goal container,1,547.5,40.0,555.0,45.0,7.5,5.0,9.013878188659973,515.054608755227,1,1,1,1,1,1,1,1,1
BalanceUnder_2:gpt:image_coordinates_v2,BalanceUnder_2,gpt,openai/gpt-5,red_ball_center,red target ball,1,60.0,140.0,55.0,80.0,5.0,60.0,60.207972893961475,380.0328933131973,0,1,1,1,1,1,1,1,1
BalanceUnder_5:gpt:image_coordinates_v2,BalanceUnder_5,gpt,openai/gpt-5,green_container_center,green goal container,1,547.5,40.0,548.0,78.0,0.5,38.0,38.00328933131973,482.00025933602984,1,1,1,1,1,1,1,1,1
BalanceUnder_5:gpt:image_coordinates_v2,BalanceUnder_5,gpt,openai/gpt-5,red_ball_center,red target ball,1,198.0,245.0,198.0,263.0,0.0,18.0,18.0,92.0,1,1,1,1,1,0,0,0,0
BackUp_4:qwen:image_coordinates_v2,BackUp_4,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,466.5,28.0,465.0,30.0,1.5,2.0,2.5,542.002075641782,1,1,1,1,1,1,1,1,1
BackUp_4:qwen:image_coordinates_v2,BackUp_4,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,270.0,200.0,275.0,260.0,5.0,60.0,60.207972893961475,140.089257261219,0,1,1,0,0,1,1,0,0
Balance_10:gpt:image_coordinates_v2,Balance_10,gpt,openai/gpt-5,green_container_center,green goal container,1,170.0,42.0,160.0,95.0,10.0,53.0,53.9351462406472,463.1079787695306,1,1,1,1,1,1,1,1,1
Balance_10:gpt:image_coordinates_v2,Balance_10,gpt,openai/gpt-5,red_ball_center,red target ball,1,251.0,148.0,250.0,235.0,1.0,87.0,87.00574693662483,217.00230413523263,0,1,1,0,0,1,1,0,0
BalanceUnder_7:gpt:image_coordinates_v2,BalanceUnder_7,gpt,openai/gpt-5,green_container_center,green goal container,1,547.5,40.0,548.0,72.0,0.5,32.0,32.00390601161052,488.00025614747375,1,1,1,1,1,1,1,1,1
BalanceUnder_7:gpt:image_coordinates_v2,BalanceUnder_7,gpt,openai/gpt-5,red_ball_center,red target ball,1,175.0,241.0,172.0,346.0,3.0,105.0,105.04284840006957,13.341664064126334,0,0,1,1,1,0,0,0,0
BackUp_9:qwen:image_coordinates_v2,BackUp_9,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,460.00000000000034,28.0,500.0,30.0,39.99999999999966,2.0,40.049968789001234,543.4740104181616,1,1,1,1,1,1,1,1,1
BackUp_9:qwen:image_coordinates_v2,BackUp_9,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,18.0,505.0,20.0,560.0,2.0,55.0,55.036351623268054,465.0043010553773,1,1,1,1,1,1,1,1,1
BalanceUnder_6:gpt:image_coordinates_v2,BalanceUnder_6,gpt,openai/gpt-5,green_container_center,green goal container,1,547.5,40.0,555.0,85.0,7.5,45.0,45.62071897723665,475.05920683636896,1,1,1,1,1,1,1,1,1
BalanceUnder_6:gpt:image_coordinates_v2,BalanceUnder_6,gpt,openai/gpt-5,red_ball_center,red target ball,1,246.0,243.0,255.0,270.0,9.0,27.0,28.460498941515414,87.46427842267951,1,1,1,0,0,0,0,0,0
Balance_1:gpt:image_coordinates_v2,Balance_1,gpt,openai/gpt-5,green_container_center,green goal container,1,89.0,37.0,95.0,60.0,6.0,23.0,23.769728648009426,503.03578401541176,1,1,1,1,1,1,1,1,1
Balance_1:gpt:image_coordinates_v2,Balance_1,gpt,openai/gpt-5,red_ball_center,red target ball,1,384.0,246.0,380.0,290.0,4.0,44.0,44.181444068749045,64.1248781675256,1,1,1,1,1,0,0,0,0
Balance_2:gpt:image_coordinates_v2,Balance_2,gpt,openai/gpt-5,green_container_center,green goal container,1,153.0,42.0,150.0,70.0,3.0,28.0,28.160255680657446,488.0092212243535,1,1,1,1,1,1,1,1,1
Balance_2:gpt:image_coordinates_v2,Balance_2,gpt,openai/gpt-5,red_ball_center,red target ball,1,193.0,251.0,190.0,320.0,3.0,69.0,69.06518659932803,29.154759474226502,0,1,1,1,1,0,0,0,0
BackUp_6:qwen:image_coordinates_v2,BackUp_6,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,83.99999999999999,300.0,80.0,300.0,3.999999999999986,0.0,3.999999999999986,3.999999999999986,1,1,1,1,1,0,0,0,0
BackUp_6:qwen:image_coordinates_v2,BackUp_6,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,220.0,555.0,200.0,550.0,20.0,5.0,20.615528128088304,505.3958844312051,1,1,1,1,1,1,1,1,1
Balance_3:gpt:image_coordinates_v2,Balance_3,gpt,openai/gpt-5,green_container_center,green goal container,1,552.0,300.0,545.0,330.0,7.0,30.0,30.805843601498726,30.805843601498726,1,1,1,1,1,0,0,0,0
Balance_3:gpt:image_coordinates_v2,Balance_3,gpt,openai/gpt-5,red_ball_center,red target ball,1,226.0,401.0,215.0,360.0,11.0,41.0,42.44997055358225,161.37533888422976,1,1,1,1,1,1,1,1,1
Balance_4:gpt:image_coordinates_v2,Balance_4,gpt,openai/gpt-5,green_container_center,green goal container,1,381.0,40.0,450.0,70.0,69.0,30.0,75.23961722390672,494.8343157057724,0,1,1,1,1,1,1,1,1
Balance_4:gpt:image_coordinates_v2,Balance_4,gpt,openai/gpt-5,red_ball_center,red target ball,1,351.0,479.0,365.0,435.0,14.0,44.0,46.17358552246078,314.3119469571591,1,1,1,0,0,1,1,0,0
BalanceUnder_10:qwen:image_coordinates_v2,BalanceUnder_10,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,547.5,40.0,560.0,40.0,12.5,0.0,12.5,520.1502186868713,1,1,1,1,1,1,1,1,1
BalanceUnder_10:qwen:image_coordinates_v2,BalanceUnder_10,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,308.0,240.0,300.0,260.0,8.0,20.0,21.540659228538015,100.31948963187563,1,1,1,0,0,0,0,0,0
Balance_1:qwen:image_coordinates_v2,Balance_1,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,89.0,37.0,80.0,50.0,9.0,13.0,15.811388300841896,513.078941294612,1,1,1,1,1,1,1,1,1
Balance_1:qwen:image_coordinates_v2,Balance_1,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,384.0,246.0,380.0,250.0,4.0,4.0,5.656854249492381,104.0768946500615,1,1,1,1,1,0,0,0,0
BalanceUnder_8:gpt:image_coordinates_v2,BalanceUnder_8,gpt,openai/gpt-5,green_container_center,green goal container,1,547.5,40.0,560.0,55.0,12.5,15.0,19.525624189766635,505.1546792815048,1,1,1,1,1,1,1,1,1
BalanceUnder_8:gpt:image_coordinates_v2,BalanceUnder_8,gpt,openai/gpt-5,red_ball_center,red target ball,1,308.0,240.0,340.0,285.0,32.0,45.0,55.21775076911409,81.54140052758476,1,1,1,0,0,0,0,0,0
BackUp_8:qwen:image_coordinates_v2,BackUp_8,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,305.0,28.0,300.0,26.0,5.0,2.0,5.385164807134504,546.0228932929462,1,1,1,0,0,1,1,0,0
BackUp_8:qwen:image_coordinates_v2,BackUp_8,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,300.0,446.0,300.0,461.0,0.0,15.0,15.0,307.0,1,1,1,0,0,1,1,0,0
BalanceUnder_5:qwen:image_coordinates_v2,BalanceUnder_5,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,547.5,40.0,560.0,35.0,12.5,5.0,13.46291201783626,525.1487884400001,1,1,1,1,1,1,1,1,1
BalanceUnder_5:qwen:image_coordinates_v2,BalanceUnder_5,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,198.0,245.0,215.0,275.0,17.0,30.0,34.48187929913333,81.78630692236935,1,1,1,1,1,0,0,0,0
Balance_7:gpt:image_coordinates_v2,Balance_7,gpt,openai/gpt-5,green_container_center,green goal container,1,390.0,40.0,470.0,85.0,80.0,45.0,91.7877987534291,481.6897341650536,0,1,1,1,1,1,1,1,1
Balance_7:gpt:image_coordinates_v2,Balance_7,gpt,openai/gpt-5,red_ball_center,red target ball,1,226.0,401.0,220.0,375.0,6.0,26.0,26.68332812825267,176.10224302944013,1,1,1,1,1,1,1,1,1
BackUp_3:qwen:image_coordinates_v2,BackUp_3,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,301.5,27.5,300.0,30.0,1.5,2.5,2.9154759474226504,542.5020737287555,1,1,1,0,0,1,1,0,0
BackUp_3:qwen:image_coordinates_v2,BackUp_3,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,270.0,520.0,300.0,530.0,30.0,10.0,31.622776601683793,450.99889135118724,1,1,1,0,0,1,1,0,0
Balance_8:gpt:image_coordinates_v2,Balance_8,gpt,openai/gpt-5,green_container_center,green goal container,1,548.0,271.0,540.0,310.0,8.0,39.0,39.81205847478876,20.615528128088304,1,1,1,1,1,0,0,0,0
Balance_8:gpt:image_coordinates_v2,Balance_8,gpt,openai/gpt-5,red_ball_center,red target ball,1,226.0,401.0,230.0,345.0,4.0,56.0,56.142675390472796,146.05478424207814,1,1,1,1,1,1,1,1,1
Basic_2:gpt:image_coordinates_v2,Basic_2,gpt,openai/gpt-5,green_container_center,green goal container,1,442.0,312.0,430.0,330.0,12.0,18.0,21.633307652783937,43.68065933568311,1,1,1,1,1,0,0,0,0
Basic_2:gpt:image_coordinates_v2,Basic_2,gpt,openai/gpt-5,red_ball_center,red target ball,1,40.0,470.0,60.0,545.0,20.0,75.0,77.62087348130012,415.4816482108446,0,1,1,1,1,1,1,1,1
Basic_6:gpt:image_coordinates_v2,Basic_6,gpt,openai/gpt-5,green_container_center,green goal container,1,323.0,36.0,370.0,45.0,47.0,9.0,47.853944456021594,521.1237856786043,1,1,1,0,0,1,1,0,0
Basic_6:gpt:image_coordinates_v2,Basic_6,gpt,openai/gpt-5,red_ball_center,red target ball,1,50.0,577.0,40.0,570.0,10.0,7.0,12.206555615733702,547.0914000420771,1,1,1,1,1,1,1,1,1
Basic_1:gpt:image_coordinates_v2,Basic_1,gpt,openai/gpt-5,green_container_center,green goal container,1,384.0,39.0,380.0,65.0,4.0,26.0,26.30589287593181,496.016128770023,1,1,1,1,1,1,1,1,1
Basic_1:gpt:image_coordinates_v2,Basic_1,gpt,openai/gpt-5,red_ball_center,red target ball,1,40.0,470.0,62.0,545.0,22.0,75.0,78.16009211867653,415.5827234137627,0,1,1,1,1,1,1,1,1
Balance_5:gpt:image_coordinates_v2,Balance_5,gpt,openai/gpt-5,green_container_center,green goal container,1,93.13768275121427,38.311366576358864,100.0,60.0,6.862317248785729,21.688633423641136,22.748367365770793,501.73556412168307,1,1,1,1,1,1,1,1,1
Balance_5:gpt:image_coordinates_v2,Balance_5,gpt,openai/gpt-5,red_ball_center,red target ball,1,213.0,306.0,220.0,335.0,7.0,29.0,29.832867780352597,41.593268686170845,1,1,1,1,1,0,0,0,0
BalanceUnder_7:qwen:image_coordinates_v2,BalanceUnder_7,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,547.5,40.0,561.0,39.0,13.5,1.0,13.536986370680884,521.1748746821934,1,1,1,1,1,1,1,1,1
BalanceUnder_7:qwen:image_coordinates_v2,BalanceUnder_7,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,175.0,241.0,171.0,292.0,4.0,51.0,51.15662224971465,67.11929677819934,1,1,1,1,1,0,0,0,0
Basic_7:gpt:image_coordinates_v2,Basic_7,gpt,openai/gpt-5,green_container_center,green goal container,1,502.5,260.0,485.0,300.0,17.5,40.0,43.660622991432454,43.660622991432454,1,1,1,1,1,0,0,0,0
Basic_7:gpt:image_coordinates_v2,Basic_7,gpt,openai/gpt-5,red_ball_center,red target ball,1,50.0,160.0,55.0,115.0,5.0,45.0,45.27692569068709,325.0384592629002,1,1,1,1,1,1,1,1,1
BalanceUnder_3:qwen:image_coordinates_v2,BalanceUnder_3,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,547.5,40.0,560.0,30.0,12.5,10.0,16.00781059358212,530.1473851675588,1,1,1,1,1,1,1,1,1
BalanceUnder_3:qwen:image_coordinates_v2,BalanceUnder_3,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,66.0,143.0,50.0,150.0,16.0,7.0,17.46424919657298,307.4166553718259,1,1,1,1,1,1,1,1,1
Basic_10:gpt:image_coordinates_v2,Basic_10,gpt,openai/gpt-5,green_container_center,green goal container,1,558.2484076433121,151.35031847133757,560.0,165.0,1.7515923566878655,13.649681528662427,13.7616089763485,283.6550896900946,1,1,1,1,1,1,1,1,1
Basic_10:gpt:image_coordinates_v2,Basic_10,gpt,openai/gpt-5,red_ball_center,red target ball,1,563.0,543.0,556.0,555.0,7.0,12.0,13.892443989449804,498.04919435734456,1,1,1,1,1,1,1,1,1
Basic_8:gpt:image_coordinates_v2,Basic_8,gpt,openai/gpt-5,green_container_center,green goal container,1,133.0,293.0,150.0,285.0,17.0,8.0,18.788294228055936,27.80287754891569,1,1,1,1,1,0,0,0,0
Basic_8:gpt:image_coordinates_v2,Basic_8,gpt,openai/gpt-5,red_ball_center,red target ball,1,50.0,577.0,50.0,570.0,0.0,7.0,7.0,547.0,1,1,1,1,1,1,1,1,1
Balance_8:qwen:image_coordinates_v2,Balance_8,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,548.0,271.0,550.0,300.0,2.0,29.0,29.068883707497267,29.068883707497267,1,1,1,1,1,0,0,0,0
Balance_8:qwen:image_coordinates_v2,Balance_8,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,226.0,401.0,250.0,400.0,24.0,1.0,24.020824298928627,202.42776489404807,1,1,1,1,1,1,1,1,1
Balance_4:qwen:image_coordinates_v2,Balance_4,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,381.0,40.0,400.0,40.0,19.0,0.0,19.0,520.346999606993,1,1,1,1,1,1,1,1,1
Balance_4:qwen:image_coordinates_v2,Balance_4,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,351.0,479.0,350.0,500.0,1.0,21.0,21.02379604162864,379.00131925891765,1,1,1,0,0,1,1,0,0
Basic_1:qwen:image_coordinates_v2,Basic_1,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,384.0,39.0,400.0,30.0,16.0,9.0,18.35755975068582,531.2409999237634,1,1,1,1,1,1,1,1,1
Basic_1:qwen:image_coordinates_v2,Basic_1,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,40.0,470.0,40.0,450.0,0.0,20.0,20.0,320.0,1,1,1,1,1,1,1,1,1
FallingAlt_1:gpt:image_coordinates_v2,FallingAlt_1,gpt,openai/gpt-5,green_container_center,green goal container,1,100.0,52.5,100.0,70.0,0.0,17.5,17.5,477.5,1,1,1,1,1,1,1,1,1
FallingAlt_1:gpt:image_coordinates_v2,FallingAlt_1,gpt,openai/gpt-5,red_ball_center,red target ball,1,300.0,350.0,300.0,380.0,0.0,30.0,30.0,130.0,1,1,1,0,0,0,0,0,0
Basic_9:gpt:image_coordinates_v2,Basic_9,gpt,openai/gpt-5,green_container_center,green goal container,1,270.0,299.0,320.0,330.0,50.0,31.0,58.83026432033091,57.8013840664737,1,1,1,0,0,0,0,0,0
Basic_9:gpt:image_coordinates_v2,Basic_9,gpt,openai/gpt-5,red_ball_center,red target ball,1,350.0,580.0,336.0,577.0,14.0,3.0,14.317821063276353,557.1759147701918,1,1,1,0,0,1,1,0,0
FallingAlt_2:gpt:image_coordinates_v2,FallingAlt_2,gpt,openai/gpt-5,green_container_center,green goal container,1,100.0,52.5,105.0,60.0,5.0,7.5,9.013878188659973,487.5256403513563,1,1,1,1,1,1,1,1,1
FallingAlt_2:gpt:image_coordinates_v2,FallingAlt_2,gpt,openai/gpt-5,red_ball_center,red target ball,1,206.0,385.0,210.0,430.0,4.0,45.0,45.17742799230607,215.03720608304042,1,1,1,1,1,1,1,1,1
FallingAlt_3:gpt:image_coordinates_v2,FallingAlt_3,gpt,openai/gpt-5,green_container_center,green goal container,1,100.0,52.5,105.0,65.0,5.0,12.5,13.46291201783626,482.5259060402871,1,1,1,1,1,1,1,1,1
FallingAlt_3:gpt:image_coordinates_v2,FallingAlt_3,gpt,openai/gpt-5,red_ball_center,red target ball,1,233.0,354.0,240.0,370.0,7.0,16.0,17.46424919657298,124.19742348374221,1,1,1,1,1,0,0,0,0
FallingAlt_10:gpt:image_coordinates_v2,FallingAlt_10,gpt,openai/gpt-5,green_container_center,green goal container,1,100.0,52.5,100.0,80.0,0.0,27.5,27.5,467.5,1,1,1,1,1,1,1,1,1
